tag,usec,cswitch,cpu_migr,page_fault,cycles,ghz,ins,ins_cyc,br,br_mis,br_mis_rate,date,rc,cmd,args
find_memchr,50868608932,22,6,312,131785464780,2.5907,327104092232,2.4821,67956523509,586083693,0.862439,2016-10-09 12:13:38,0,./find_memchr,"['30000', 'in']"
find_memchr,50996226914,25,1,312,131943557490,2.58732,327104475818,2.47912,67956611751,598677644,0.88097,2016-10-09 12:14:42,0,./find_memchr,"['30000', 'in']"
find_memchr,50940274677,52,3,312,132009201865,2.59145,327103855287,2.47789,67956507729,589983855,0.868179,2016-10-09 12:15:46,0,./find_memchr,"['30000', 'in']"
find_memchr,50812798563,47,1,311,131644358717,2.59077,327074142199,2.48453,67957572560,583711995,0.858936,2016-10-09 12:16:50,0,./find_memchr,"['30000', 'in']"
find_memchr,50900974785,43,3,311,131709098264,2.58756,327074787870,2.48331,67957653851,582965236,0.857836,2016-10-09 12:17:54,0,./find_memchr,"['30000', 'in']"
find_memchr,50899590388,48,2,311,131828509155,2.58997,327103282045,2.48128,67956427333,589955523,0.868138,2016-10-09 12:18:58,0,./find_memchr,"['30000', 'in']"
find_memchr,51277971965,23,4,311,131959016334,2.57341,327105280215,2.47884,67956771338,595739994,0.876646,2016-10-09 12:20:02,0,./find_memchr,"['30000', 'in']"
find_memchr,50926382056,50,3,311,131986381741,2.59171,327075124780,2.4781,67957691882,592575550,0.871977,2016-10-09 12:21:06,0,./find_memchr,"['30000', 'in']"
find_musl,76607320821,271,8,312,198008388532,2.58472,422283711903,2.13266,92685918240,2402939455,2.59256,2016-10-09 12:22:36,0,./find_musl,"['30000', 'in']"
find_musl,76203015222,72,4,311,197321559324,2.58942,422280930257,2.14006,92685451469,2401585834,2.59111,2016-10-09 12:24:05,0,./find_musl,"['30000', 'in']"
find_musl,76245498800,41,6,311,197402013639,2.58903,422281471793,2.1392,92685527791,2407558060,2.59756,2016-10-09 12:25:34,0,./find_musl,"['30000', 'in']"
find_musl,76287556300,68,3,312,197726450455,2.59186,422281144386,2.13568,92685488802,2410397259,2.60062,2016-10-09 12:27:04,0,./find_musl,"['30000', 'in']"
find_musl,76608717017,36,5,312,197839202215,2.58246,422282837086,2.13448,92685761689,2401174645,2.59066,2016-10-09 12:28:33,0,./find_musl,"['30000', 'in']"
find_musl,76786020423,25,3,311,198952544607,2.591,422283407872,2.12253,92685865455,2415013014,2.60559,2016-10-09 12:30:03,0,./find_musl,"['30000', 'in']"
find_musl,76392757689,65,2,312,197821577942,2.58953,422281675110,2.13466,92685556399,2397507398,2.58671,2016-10-09 12:31:33,0,./find_musl,"['30000', 'in']"
find_musl,76224119537,62,3,311,197527169924,2.5914,422280856908,2.13784,92685430537,2408211018,2.59826,2016-10-09 12:33:02,0,./find_musl,"['30000', 'in']"
find_musl,76055630633,33,6,311,197152580633,2.59222,422281489982,2.1419,92685464815,2395852846,2.58493,2016-10-09 12:34:31,0,./find_musl,"['30000', 'in']"
find_musl,76273381923,69,2,312,197656375614,2.59142,422281063369,2.13644,92685447630,2407194658,2.59717,2016-10-09 12:36:00,0,./find_musl,"['30000', 'in']"
find_uclibc,80049753095,37,6,311,206068764188,2.57426,424029311926,2.05771,88421866851,2580967883,2.91892,2016-10-09 12:37:33,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79616727185,72,3,311,206315961315,2.59136,424027087973,2.05523,88421514805,2581053814,2.91903,2016-10-09 12:39:06,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79560158516,82,4,312,206289869233,2.59288,424026463165,2.05549,88421447279,2581180669,2.91918,2016-10-09 12:40:39,0,./find_uclibc,"['30000', 'in']"
find_uclibc,80362984085,31,6,312,206246309899,2.56643,424029316392,2.05594,88421927471,2577405438,2.91489,2016-10-09 12:42:12,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79585932341,88,1,312,206280480613,2.59192,424026749677,2.05558,88421459014,2586227065,2.92489,2016-10-09 12:43:45,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79907354870,33,6,312,206452969765,2.58365,424029326099,2.05388,88421829785,2574660521,2.91179,2016-10-09 12:45:18,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79617375289,72,4,312,206308276686,2.59125,424027226521,2.05531,88421543129,2578182987,2.91579,2016-10-09 12:46:51,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79786931329,28,4,311,205976190139,2.58158,424028998683,2.05863,88421773382,2572268670,2.90909,2016-10-09 12:48:23,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79472474093,28,4,312,205611860740,2.58721,424027500898,2.06227,88421504048,2570866079,2.90751,2016-10-09 12:49:56,0,./find_uclibc,"['30000', 'in']"
find_uclibc,79623758033,68,3,312,206420873076,2.59245,424027386737,2.05419,88421537357,2575479172,2.91273,2016-10-09 12:51:29,0,./find_uclibc,"['30000', 'in']"
find_unroll,77314223896,42,3,312,200274827977,2.5904,481685858898,2.40512,124741386800,1770291106,1.41917,2016-10-09 12:52:59,0,./find_unroll,"['30000', 'in']"
find_unroll,77293241636,71,2,311,200301287716,2.59145,481684987518,2.4048,124741274901,1768047576,1.41737,2016-10-09 12:54:29,0,./find_unroll,"['30000', 'in']"
find_unroll,77309594983,63,1,312,200348582087,2.59151,481685226376,2.40424,124741285502,1770892571,1.41965,2016-10-09 12:56:00,0,./find_unroll,"['30000', 'in']"
find_unroll,78221197281,34,6,312,200279588878,2.56043,481688764800,2.40508,124741885944,1769058614,1.41818,2016-10-09 12:57:31,0,./find_unroll,"['30000', 'in']"
find_unroll,77212186830,136,10,312,199884392847,2.58877,481688052333,2.40983,124741784975,1768105627,1.41741,2016-10-09 12:59:01,0,./find_unroll,"['30000', 'in']"
find_unroll,77569480778,29,7,311,200132597931,2.58004,481686850929,2.40684,124741548585,1767282967,1.41676,2016-10-09 13:00:32,0,./find_unroll,"['30000', 'in']"
find_unroll,77468895572,70,4,312,200731570577,2.59112,481685710188,2.39965,124741397737,1775852942,1.42363,2016-10-09 13:02:02,0,./find_unroll,"['30000', 'in']"
find_unroll,77241580638,43,6,311,200078131950,2.59029,481685875949,2.40749,124741377137,1768759758,1.41794,2016-10-09 13:03:33,0,./find_unroll,"['30000', 'in']"
find_unroll,77314701633,66,6,312,200427412465,2.59236,481685189774,2.40329,124741294540,1773679189,1.42189,2016-10-09 13:05:03,0,./find_unroll,"['30000', 'in']"
find_unroll,77869287054,31,4,312,200317629839,2.57249,481687598096,2.40462,124741685472,1765297722,1.41516,2016-10-09 13:06:34,0,./find_unroll,"['30000', 'in']"
find_unroll2,72911878549,59,1,312,188923253982,2.59112,493395267742,2.61162,132015147038,1053215609,0.797799,2016-10-09 13:08:00,0,./find_unroll2,"['30000', 'in']"
find_unroll2,72990021482,219,11,312,189117027269,2.591,493396999433,2.60895,132015437549,1061238245,0.803874,2016-10-09 13:09:26,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73271312355,39,8,312,188823524730,2.57705,493397608747,2.61301,132015527383,1046352833,0.792598,2016-10-09 13:10:52,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73096927186,264,12,312,189421806635,2.59138,493399253720,2.60476,132015840321,1058649779,0.801911,2016-10-09 13:12:19,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73075087006,64,5,311,189413075751,2.59203,493395948276,2.60487,132015295010,1054819036,0.799013,2016-10-09 13:13:45,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73154925406,62,1,312,189586202479,2.59157,493395920653,2.60249,132015298333,1058365490,0.801699,2016-10-09 13:15:11,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73291955827,139,1,312,189455891653,2.58495,493400933672,2.60431,132016166785,1058267319,0.801619,2016-10-09 13:16:37,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73034071500,68,4,312,189304865685,2.59201,493396123029,2.60636,132015293291,1053998172,0.798391,2016-10-09 13:18:03,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73306786682,35,8,312,189366422754,2.5832,493397668007,2.60552,132015509393,1068862897,0.809649,2016-10-09 13:19:30,0,./find_unroll2,"['30000', 'in']"
find_unroll2,73100573017,71,0,312,189416276239,2.59117,493396087670,2.60482,132015297607,1063113061,0.805295,2016-10-09 13:20:56,0,./find_unroll2,"['30000', 'in']"
find_avx2_overflow,44351431334,20,7,312,113679621045,2.56316,299890804605,2.63803,60227932390,178445092,0.296283,2016-10-09 13:21:53,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,44054384238,25,5,312,113605543277,2.57876,299891066268,2.63976,60227967174,179799676,0.298532,2016-10-09 13:22:51,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,44259217031,262,6,312,113781005986,2.57079,299891336108,2.63569,60228043534,180217583,0.299225,2016-10-09 13:23:48,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,43868843612,47,5,312,113699220337,2.5918,299889171524,2.63757,60227663260,180007514,0.298878,2016-10-09 13:24:45,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,43995556075,182,6,312,113664326515,2.58354,299890122143,2.63838,60227859251,180151292,0.299116,2016-10-09 13:25:42,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,43826218231,41,2,312,113622490501,2.59257,299888853809,2.63934,60227615683,180041085,0.298934,2016-10-09 13:26:39,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,43839593371,38,0,312,113611573530,2.59153,299888784766,2.6396,60227602285,179657956,0.298298,2016-10-09 13:27:36,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,44205444126,26,7,311,113618469868,2.57024,299890234538,2.63945,60227882990,179852039,0.298619,2016-10-09 13:28:33,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,44609933917,18,3,312,115616370216,2.59172,299891237024,2.59385,60228040264,183566568,0.304786,2016-10-09 13:29:31,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2_overflow,44104008580,14,2,312,113527734691,2.57409,299889930357,2.64156,60227758264,179644052,0.298275,2016-10-09 13:30:28,0,./find_avx2_overflow,"['30000', 'in']"
find_avx2,47198351848,223,11,311,122331675830,2.59186,308227195121,2.5196,62905844523,278242918,0.442316,2016-10-09 13:31:28,0,./find_avx2,"['30000', 'in']"
find_avx2,47225139536,153,10,312,122039480972,2.58421,308226715520,2.52563,62905775088,276511866,0.439565,2016-10-09 13:32:28,0,./find_avx2,"['30000', 'in']"
find_avx2,47234083506,20,4,311,122194580215,2.587,308226172379,2.52242,62905680195,276544250,0.439617,2016-10-09 13:33:28,0,./find_avx2,"['30000', 'in']"
find_avx2,47110986041,42,4,312,122082737756,2.59139,308226284764,2.52473,62905650209,277096536,0.440495,2016-10-09 13:34:29,0,./find_avx2,"['30000', 'in']"
find_avx2,47341153803,24,5,312,122173355588,2.5807,308226126385,2.52286,62905671548,276730585,0.439914,2016-10-09 13:35:29,0,./find_avx2,"['30000', 'in']"
find_avx2,47387850842,29,4,311,122123310845,2.5771,308226880185,2.5239,62905804755,275881597,0.438563,2016-10-09 13:36:30,0,./find_avx2,"['30000', 'in']"
find_avx2,47138934093,87,9,311,122203528646,2.59241,308226225399,2.52224,62905672237,276565814,0.439652,2016-10-09 13:37:30,0,./find_avx2,"['30000', 'in']"
find_avx2,47123108007,297,4,312,122140674424,2.59195,308226743430,2.52354,62905786458,276957947,0.440274,2016-10-09 13:38:30,0,./find_avx2,"['30000', 'in']"
find_avx2,47481254809,29,4,311,122224981164,2.57417,308226861546,2.5218,62905802148,276840361,0.440087,2016-10-09 13:39:30,0,./find_avx2,"['30000', 'in']"
find_avx2,47429468802,44,6,311,122106203952,2.57448,308226825485,2.52425,62905779301,276383493,0.439361,2016-10-09 13:40:31,0,./find_avx2,"['30000', 'in']"
find_avx2_overflow_ext,45641610059,107,10,311,118194711387,2.58963,304390644976,2.57533,61128297093,180263558,0.294894,2016-10-09 13:41:30,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45637010172,44,2,311,118231348534,2.59069,304390070271,2.57453,61128191880,180381890,0.295088,2016-10-09 13:42:28,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45656463274,136,7,312,118329629920,2.59174,304390712848,2.5724,61128306905,181444490,0.296826,2016-10-09 13:43:27,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45648812812,125,8,312,118153692677,2.58832,304390573877,2.57623,61128282296,179969652,0.294413,2016-10-09 13:44:26,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45645968959,38,2,312,118299780761,2.59168,304390010982,2.57304,61128181039,179531737,0.293697,2016-10-09 13:45:24,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45601704268,49,0,312,118167470744,2.5913,304390092527,2.57592,61128209391,179655691,0.2939,2016-10-09 13:46:23,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45862098243,41,2,312,118303334298,2.57954,304390509782,2.57297,61128277538,181201580,0.296428,2016-10-09 13:47:22,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45772010772,21,5,312,117987517689,2.57772,304390834940,2.57986,61128319288,179464962,0.293587,2016-10-09 13:48:21,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45704557526,43,3,312,118455050756,2.59176,304390204069,2.56967,61128216417,180519627,0.295313,2016-10-09 13:49:20,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_overflow_ext,45744294901,51,0,312,118257182940,2.58518,304390294652,2.57397,61128242140,180529939,0.29533,2016-10-09 13:50:18,0,./find_avx2_overflow_ext,"['30000', 'in']"
find_avx2_align,46775642445,20,5,312,121284116993,2.59289,306749430521,2.52918,61053029928,296078890,0.484954,2016-10-09 13:51:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46789893168,42,2,312,121315512505,2.59277,306749105668,2.52852,61052959610,297086430,0.486604,2016-10-09 13:52:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46930193162,62,11,312,121399659425,2.58681,306750163826,2.52678,61053159514,296793564,0.486123,2016-10-09 13:53:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46958418867,45,2,312,121420701674,2.58571,306749245668,2.52633,61053014009,296670241,0.485922,2016-10-09 13:54:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46832024378,42,2,311,121317010214,2.59047,306749091331,2.52849,61052994130,295892209,0.484648,2016-10-09 13:55:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46799029670,41,2,312,121347449145,2.59295,306748630978,2.52785,61052925624,296361788,0.485418,2016-10-09 13:56:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,47053866497,21,4,311,121140178502,2.5745,306750221245,2.53219,61053164971,295200225,0.483513,2016-10-09 13:57:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46779025446,40,3,312,121217452378,2.59128,306748810950,2.53057,61052953125,296162222,0.485091,2016-10-09 13:58:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46791447604,220,10,312,121196592792,2.59014,306750167677,2.53101,61053178832,296302742,0.485319,2016-10-09 13:59:18,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align,46808814600,24,3,312,121299765687,2.59139,306749039283,2.52885,61052978586,295556731,0.484099,2016-10-09 14:00:17,0,./find_avx2_align,"['30000', 'in']"
find_avx2_align2,46833746171,41,4,311,121359786056,2.59129,306749388268,2.5276,61053044424,302973537,0.496246,2016-10-09 14:01:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,47062354620,22,2,311,121195983647,2.57522,306749530618,2.53102,61053099342,296951338,0.486382,2016-10-09 14:02:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,46807244157,241,11,311,121234023503,2.59007,306750111322,2.53023,61053180971,295181281,0.483482,2016-10-09 14:03:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,46792569300,71,4,312,121259947671,2.59144,306749514999,2.52969,61053046179,294870574,0.482974,2016-10-09 14:04:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,46924848085,76,15,312,121467368273,2.58855,306750570742,2.52537,61053267438,306697011,0.502343,2016-10-09 14:05:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,46920218183,21,3,312,121236075223,2.58388,306749228076,2.53018,61053015265,295043179,0.483257,2016-10-09 14:06:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,46765621036,50,7,312,121228632928,2.59226,306749276215,2.53034,61053005634,296863809,0.486239,2016-10-09 14:07:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,46813855837,25,3,312,121210133303,2.58919,306748746556,2.53072,61052939693,296016337,0.484852,2016-10-09 14:08:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,47139895625,21,4,312,121251438791,2.57216,306749741352,2.52986,61053124002,295312511,0.483698,2016-10-09 14:09:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_align2,46800754790,43,3,311,121299490655,2.59183,306749125131,2.52886,61052992433,297058422,0.486558,2016-10-09 14:10:17,0,./find_avx2_align2,"['30000', 'in']"
find_avx2_more,46769039969,42,3,311,121174029477,2.5909,308295098214,2.54423,62343227924,189470293,0.303915,2016-10-09 14:11:17,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46596985145,29,6,312,120754113348,2.59146,308294816006,2.55308,62343167340,189548773,0.304041,2016-10-09 14:12:16,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46676024297,41,0,312,120682056071,2.58553,308295120811,2.55461,62343215116,189866148,0.30455,2016-10-09 14:13:16,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46537003973,22,4,311,120566497818,2.59077,308294484230,2.55705,62343130796,189649525,0.304203,2016-10-09 14:14:16,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,47175516809,27,5,312,120831039969,2.56131,308299746909,2.55149,62344040019,189853508,0.304526,2016-10-09 14:15:16,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46737432300,196,18,311,120614189323,2.58068,308296661053,2.55606,62343491655,189530396,0.30401,2016-10-09 14:16:16,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46626669834,46,3,312,120752129183,2.58977,308294927281,2.55312,62343188227,189889084,0.304587,2016-10-09 14:17:15,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46666213630,41,2,311,120953514928,2.59189,308294791822,2.54887,62343192753,189543698,0.304033,2016-10-09 14:18:15,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46854011545,21,7,311,120966021371,2.58176,308295905917,2.54862,62343362761,189701230,0.304285,2016-10-09 14:19:15,0,./find_avx2_more,"['30000', 'in']"
find_avx2_more,46592777471,43,6,312,120711716974,2.59078,308294476057,2.55397,62343132704,189410734,0.30382,2016-10-09 14:20:15,0,./find_avx2_more,"['30000', 'in']"
find_avx2_loop,48336119198,26,3,313,125288735115,2.59203,313648309485,2.5034,63815642073,284743702,0.446197,2016-10-09 14:21:16,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,49311115922,40,3,313,127752912277,2.59075,313651686313,2.45514,63816210618,288311093,0.451783,2016-10-09 14:22:18,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,49294828690,25,7,312,127520627822,2.5869,313652036166,2.45962,63816276612,286261231,0.448571,2016-10-09 14:23:21,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,48798971469,26,5,313,125490922229,2.57159,313649936333,2.49938,63815916657,286171936,0.448433,2016-10-09 14:24:23,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,48414851544,21,3,313,125499031053,2.59216,313648418414,2.49921,63815659157,285442754,0.447293,2016-10-09 14:25:24,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,48411488150,85,14,313,125439382412,2.59111,313654307532,2.50045,63816701594,285866996,0.44795,2016-10-09 14:26:26,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,48369056098,46,3,313,125326741451,2.59105,313648182272,2.50264,63815621048,286018694,0.448195,2016-10-09 14:27:27,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,48366764059,42,0,313,125319708381,2.59103,313648079451,2.50278,63815606657,285692078,0.447684,2016-10-09 14:28:28,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,48481857775,19,6,312,125648987648,2.59167,313649280518,2.49623,63815783798,285003879,0.446604,2016-10-09 14:29:30,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_loop,48591322864,49,3,313,125929934506,2.59161,313648779217,2.49066,63815731854,284224157,0.445383,2016-10-09 14:30:32,0,./find_avx2_loop,"['30000', 'in']"
find_avx2_memcpy,47230077499,44,1,312,122423630691,2.59207,308225510995,2.5177,62905600333,276088194,0.438893,2016-10-09 14:31:32,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47289054410,22,8,312,122475175952,2.58993,308226306881,2.51664,62905692421,278908735,0.443376,2016-10-09 14:32:32,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47275238636,49,1,312,122519951348,2.59163,308225656487,2.51572,62905610859,278521280,0.442761,2016-10-09 14:33:32,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47231699949,44,2,312,122425669778,2.59202,308225454248,2.51765,62905589456,275722826,0.438312,2016-10-09 14:34:33,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47539527062,24,9,311,122447953551,2.57571,308227445877,2.51721,62905897504,275913646,0.438613,2016-10-09 14:35:33,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47243498853,20,6,312,122372826160,2.59026,308226006183,2.51875,62905663171,276437962,0.439448,2016-10-09 14:36:34,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47265782420,50,5,312,122505626373,2.59185,308226256902,2.51602,62905676539,275943368,0.438662,2016-10-09 14:37:34,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47487581024,23,2,312,122547913824,2.58063,308226530387,2.51515,62905754915,276137636,0.43897,2016-10-09 14:38:35,0,./find_avx2_memcpy,"['30000', 'in']"
